amount,name,image_url,details_url,registered_state,registered_city,make,model,year_of_manufacture,color,condition,mileage,engine_size,selling_condition,bought_condition,transmission_system
6930000,Mercedes-Benz C350 2008 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162981925_MTgwLTEzNS00NDkyYmI2YzQ5LTE.jpg,https://www.cars45.com/jEY4wdZor5SaUBSFeUfgCI0Undb78Ro,Rivers State,Port-Harcourt,Mercedes-Benz,C350,2008.0,White,Local Used,,3500.0,Registered,Registered,Automatic
5145000,Honda Accord 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162931841_MTgwLTEzNi00Y2E4YjAwNDc5LTE.jpg,https://www.cars45.com/jEY4wdZ9g4MmNAdpStstyEdA7xKD3Yc,Abuja (FCT),Gudu,Honda,Accord,2012.0,Black,Local Used,269644.0,,Registered,Imported,Automatic
22880000,Lexus RX 350 2010 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162987104_MTgwLTEzNS1iZjg2OTI1ZDQz.jpg,https://www.cars45.com/jEY4wdZkRezoFJGmnhCkVqcCmTczJiz,Lagos State,Isolo,Lexus,RX,2010.0,White,Foreign Used,100348.0,3500.0,Imported,Imported,Automatic
2100000,Volkswagen Passat GLS Sedan 1998 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162987044_MTgwLTc5LTNkYTBlYTY1ZWUtMg.jpg,https://www.cars45.com/jEY4wdZHqPvZkF3YDmLgyVHbzukzkV7,Lagos State,Ilupeju,Volkswagen,Passat,1998.0,Silver,Local Used,273313.0,2000.0,Registered,Registered,Automatic
6615000,Toyota Corolla 2010 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162857785_MTgwLTEzNi0yOGYwYmQ5ZGVk.jpg,https://www.cars45.com/jEY4wdZeTumjSJXWkdwXNeK6WKT6QqN,Abuja (FCT),Lugbe District,Toyota,Corolla,2010.0,Gray,Local Used,372237.0,1800.0,Registered,Imported,Automatic
7875000,Hummer H3 2007 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162983421_MTgwLTEzNS0wOTYxN2IwNDQ2LTE.jpg,https://www.cars45.com/jEY4we00gfo448yTKkhVymxf10JAiQI,Lagos State,Ikorodu,Hummer,H3,2007.0,Blue,Local Used,93214.0,3500.0,Registered,Imported,Automatic
6032000,Toyota Highlander 2004 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162931579_MTgwLTEzNS1jYzFkNzcxYTJh.jpg,https://www.cars45.com/jEY4wdZkxNdlYKR5Jx1tbmE56qrRubg,Lagos State,Alimosho,Toyota,Highlander,2004.0,Silver,Local Used,318687.0,3300.0,Registered,Registered,Automatic
2079000,Toyota Camry 2000 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162842129_MTgwLTEzNS04NTViYWI4YzM0LTE.jpg,https://www.cars45.com/jEY4wdZqn8tHBP0dbOrsNfu9xEqS9c1,Lagos State,Isolo,Toyota,Camry,2000.0,Black,Local Used,174979.0,2200.0,Registered,Registered,Automatic
3675000,Skoda Rapid 2014 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162981281_MTgwLTEzNS04MjI0MTMzOWE2LTQ.jpg,https://www.cars45.com/jEY4wdZqHLWsZitbwQYrYgoRezHOHMr,Oyo State,Ibadan,Skoda,Rapid,2014.0,Gray,Local Used,98453.0,1600.0,Registered,Registered,Automatic
3659250,Honda Civic 2006 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162907105_MTgwLTEzNS0zNmI1ODA2NTIwLTE.jpg,https://www.cars45.com/jEY4we00MD9mnG6AmbKjDfdxZMnwiJt,Abuja (FCT),Karu,Honda,Civic,2006.0,Gray,Local Used,371309.0,1800.0,Registered,Registered,Automatic
5460000,Toyota Corolla 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162939653_MTgwLTEzNS02Y2E5OWVjOTFjLTE.jpg,https://www.cars45.com/jEY4wdZS4MTgPn9EqOs7neT9FkyAs5D,Lagos State,Ikorodu,Toyota,Corolla,2010.0,Black,Local Used,236448.0,1800.0,Registered,Registered,Automatic
4641000,Toyota Corolla 2005 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162947007_MTgwLTEzNS1kYzlmMWZiYTFiLTE.jpg,https://www.cars45.com/jEY4wdZfOH95PJNeNokelbaR4GASNjE,Lagos State,Ikeja,Toyota,Corolla,2005.0,Red,Local Used,465155.0,1800.0,Registered,Registered,Automatic
4725000,Kia Rio 2014 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162932288_MTgwLTEzNS01ZTYyYzdhMzg5LTM.jpg,https://www.cars45.com/jEY4wdZXSJg6VMqcqSCBzRIZBFhK6SQ,Lagos State,Yaba,Kia,Rio,2014.0,Silver,Local Used,81911.0,1500.0,Registered,Registered,Automatic
8400000,Chevrolet Cruze 2012 Teal,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162914123_MTgwLTEzNS1mMjQ5ZTM5Zjg3LTE.jpg,https://www.cars45.com/jEY4wdZZkbjcw61wIKfGPoS7hU3AVdD,Lagos State,Amuwo-Odofin,Chevrolet,Cruze,2012.0,Teal,Foreign Used,290839.0,1400.0,Imported,Imported,Manual
21630000,Lexus IS 2014 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162942411_MTgwLTEzNS1hN2IyMzFjNTQ1LTE.jpg,https://www.cars45.com/jEY4wdZPLmN0oEjoQMmIGm66JgaGkOT,Abuja (FCT),Jabi,Lexus,IS,2014.0,White,Foreign Used,205335.0,2500.0,Imported,Imported,Automatic
3150000,Honda Pilot 2005 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162932700_MTgwLTEzNS1mNzhlZDRmMzI4LTE.jpg,https://www.cars45.com/jEY4wdZSQBfyIrEBSQhTHYElPkqAeAa,Edo State,Benin City,Honda,Pilot,2005.0,Black,Local Used,126585.0,3500.0,Registered,Imported,Automatic
2373000,Honda Accord 2003 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162920854_MTgwLTEzNS1mYzhlMGRkZDhiLTE.jpg,https://www.cars45.com/jEY4wdZVUH6CAaoQ0Zi3ZmuxZCWKbui,Oyo State,Ibadan,Honda,Accord,2003.0,Gold,Local Used,259525.0,2500.0,Registered,Registered,Automatic
5200000,Honda Accord 2003 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162935491_MTgwLTEzNS1lNDlkZjdlMThk.jpg,https://www.cars45.com/jEY4wdZB223EQztjYQEXCGRezj1GZie,Oyo State,Ibadan,Honda,Accord,2003.0,Blue,Local Used,411172.0,2400.0,Registered,Imported,Automatic
2912000,Toyota Camry 1998 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162769595_MTgwLTEzNS1mYWRjNTAxZWVj.jpg,https://www.cars45.com/jEY4wdZG6lRac4dgT6M34EULIXgIcUk,Abuja (FCT),Karu,Toyota,Camry,1998.0,Gold,Local Used,235421.0,2200.0,Registered,Registered,Automatic
78000000,Toyota Land Cruiser Prado 2021 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162831513_MTgwLTEzNS04NDU0NmRhNTkx.jpg,https://www.cars45.com/jEY4we00tEF4e4s2Kbxc0T4lBmJHZ2a,Lagos State,Lekki,Toyota,Land Cruiser Prado,2021.0,Black,Local Used,4365.0,2700.0,Registered,Imported,Automatic
13520000,Mercedes-Benz E350 2010 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162839160_MTgwLTEzNS0yNmUwZTEwZGQ3.jpg,https://www.cars45.com/jEY4wdZVUELokBrsr5prxRpHct6PoDM,Abuja (FCT),Garki 2,Mercedes-Benz,E350,2010.0,Gray,Local Used,268214.0,3500.0,Registered,Registered,Automatic
3640000,Toyota Camry 2001 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162933592_MTgwLTEzNS00Yjc0ZDNkOGM2.jpg,https://www.cars45.com/jEY4wdZA7pLkOUFgSU5yqREEpwkaFtG,Rivers State,Port-Harcourt,Toyota,Camry,2001.0,Gold,Local Used,141989.0,3000.0,Registered,Registered,Automatic
4200000,Infiniti FX35 2008 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162849640_MTgwLTEzNS02NThhZDlhNDI2.jpg,https://www.cars45.com/jEY4wdZdCqHDOc5xfvOfhxVEE3zGKI5,Lagos State,Alimosho,Infiniti,FX35,2008.0,Blue,Local Used,456679.0,3500.0,Registered,Registered,Automatic
24990000,Lexus RX 350 2015 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162926426_MTgwLTEzNS0wMzQzMWFjNDVlLTE.jpg,https://www.cars45.com/jEY4wdZlWRjQsJ4Wa3QFbVskfunyy8y,Lagos State,Alimosho,Lexus,RX 350,2015.0,Brown,Foreign Used,309702.0,3500.0,Imported,Imported,Automatic
10500000,Toyota Corolla 2010 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162928778_MTgwLTEzNS03MjA5MDQyMTA2LTE.jpg,https://www.cars45.com/jEY4wdZu1hf5kaWxzQPzKTaf1fyagHV,Lagos State,Ogba,Toyota,Corolla,2010.0,Silver,Foreign Used,244609.0,1800.0,Imported,Imported,Automatic
6100237,Ford Edge 2013 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162929964_MTgwLTEzNS1hNTEyNTZkOTJhLTE.jpg,https://www.cars45.com/jEY4wdZOwUgLZ8j5BDqQgA98aGBSOld,Lagos State,Abule Egba,Ford,Edge,2013.0,Silver,Local Used,161962.0,3500.0,Registered,Imported,Automatic
6300000,Nissan Almera 2013 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162927867_MTgwLTEzNS0yNTAwMmU0YzYxLTE.jpg,https://www.cars45.com/jEY4wdZghjjBapxIvV7LPBwpDJIQNPA,Lagos State,Surulere,Nissan,Almera,2013.0,Silver,Local Used,110418.0,2000.0,Registered,Imported,Automatic
8840000,Honda Accord Crosstour 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162845674_MTgwLTEzNS05ODY4YmUxZjAy.jpg,https://www.cars45.com/jEY4wdZ9yaMtjvo567PIKy6NuHdXXJC,Abuja (FCT),Jabi,Honda,Accord Crosstour,2012.0,Black,Local Used,123069.0,3500.0,Registered,Imported,Automatic
26000000,Toyota Camry 2018 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162880257_MTgwLTEzNS00Mjc4Nzk1NmU0.jpg,https://www.cars45.com/jEY4wdZkd1K9Wvdu1Vu41ZVD5M3wK80,Abuja (FCT),Jabi,Toyota,Camry,2018.0,Gray,Local Used,108353.0,3500.0,Registered,Imported,Automatic
4680000,Toyota RAV4 2002 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162926378_MTgwLTc5LTFmNGMzNzJmZTU.jpg,https://www.cars45.com/jEY4wdZBC6qVPMGcWJpyE6PFlQFYugJ,Lagos State,Abule Egba,Toyota,RAV4,2002.0,Silver,Local Used,101575.0,2400.0,Registered,Registered,Automatic
9880000,Lexus ES 2008 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162920048_MTgwLTc5LWZkNjkxNWU3MWU.jpg,https://www.cars45.com/jEY4wdZRWd0aKqp16miDmwKp2Rq5bE7,Lagos State,Abule Egba,Lexus,ES,2008.0,Gold,Local Used,95055.0,3500.0,Registered,Imported,Automatic
4935000,Mazda 323 1998 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162921318_MTgwLTEzNS04Y2YzZTY2MTJjLTE.jpg,https://www.cars45.com/jEY4wdZxpBZQBWwv9COO7JjGGIBKde2,Oyo State,Ibadan,Mazda,323,1998.0,Red,Foreign Used,144787.0,1400.0,Imported,Imported,Automatic
19950000,Dodge RAM 2013 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162863701_MTgwLTEzNS0wOWUyZDVmNjI5LTE.jpg,https://www.cars45.com/jEY4wdZAtF3vF7NnJ9ccDrUitYuTJQ9,Oyo State,Ibadan,Dodge,RAM,2013.0,Blue,Foreign Used,303611.0,5700.0,Imported,Imported,Automatic
15750000,Hyundai Sonata 2015 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162908177_MTgwLTEzNS04Y2EwMzY1YmJk.jpg,https://www.cars45.com/jEY4wdZQpGIamww0A0Yo7v5lJ7RrVbI,Oyo State,Ibadan,Hyundai,Sonata,2015.0,Gray,Foreign Used,156942.0,2400.0,Imported,Imported,Automatic
2625000,Toyota Carina 1992 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162758995_MTgwLTEzNS1hMDcyNmJjZTM5LTM.jpg,https://www.cars45.com/jEY4wdZagxki3ReP91JE4vwUHszNFFF,Abuja (FCT),Karu,Toyota,Carina,1992.0,Gray,Local Used,345213.0,2000.0,Registered,Registered,Automatic
2520000,Nissan Pathfinder 2002 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162918268_MTgwLTEzNS04MjA4MTY3M2Y4LTE.jpg,https://www.cars45.com/jEY4wdZSwpJ9ty3xdpxCHEfY31Qi3Kj,Lagos State,Yaba,Nissan,Pathfinder,2002.0,Black,Local Used,382215.0,3500.0,Registered,Registered,Automatic
3224000,Toyota Camry 2002 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162921149_MTgwLTE4MC1lNjgxOTZmZGI1LTE.jpg,https://www.cars45.com/jEY4wdZcD1jFlm9rDW7FpTQzTHiYeB8,Lagos State,Ikorodu,Toyota,Camry,2002.0,Green,Local Used,181535.0,2400.0,Registered,Registered,Automatic
8840000,Toyota 4-Runner 2003 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162856866_MTgwLTEzNS1iYmUzZTMyNDIw.jpg,https://www.cars45.com/jEY4wdZHhQlUI8n3v61g15FvYXLXfaY,Abuja (FCT),Garki 2,Toyota,4-Runner,2003.0,Gray,Local Used,196692.0,4000.0,Registered,Registered,Automatic
4620000,Toyota RAV4 2008 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162913354_MTgwLTEzNS01NGQ1N2YwYTY5LTE.jpg,https://www.cars45.com/jEY4wdZf3TxoQEY4HLxczea4NysAKZI,Lagos State,Ojodu,Toyota,RAV4,2008.0,Black,Local Used,198384.0,3500.0,Registered,Imported,Automatic
12495000,Lexus RX 350 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162911362_MTgwLTEzNS00ODYwN2QyYWYzLTE.jpg,https://www.cars45.com/jEY4wdZLVzVXjKPW4G3X8h1zw4lAlOY,Lagos State,Surulere,Lexus,RX 350,2009.0,Black,Foreign Used,364270.0,3500.0,Imported,Imported,Automatic
5586000,Acura MDX 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162854427_MTgwLTEzNS05MmYwNWNhYjQ4LTE.jpg,https://www.cars45.com/jEY4wdZn5PSLDwL6ahA6F66ZOsKcg4a,Abuja (FCT),Kubwa,Acura,MDX,2008.0,Gray,Local Used,106889.0,3700.0,Registered,Registered,Automatic
2058000,Toyota Camry 1999 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162848468_MTgwLTEzNS1jNzVkNzViMTZkLTE.jpg,https://www.cars45.com/jEY4wdZLLpP8HflOfra9r4jv0ruQMxi,Abuja (FCT),Garki 2,Toyota,Camry,1999.0,Gold,Local Used,197214.0,,Registered,Registered,Automatic
7280000,Toyota Camry 2009 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162838502_MTgwLTEzNi02NGI3MmU5MGYz.jpg,https://www.cars45.com/jEY4wdZxIVrXtEwzEMN1OOS4tn3T7yG,Abuja (FCT),Gudu,Toyota,Camry,2009.0,Silver,Local Used,203316.0,2400.0,Registered,Imported,Automatic
6760000,Toyota Sienna 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162847920_MTgwLTEzNi02OTFiZjYwY2Vh.jpg,https://www.cars45.com/jEY4wdZq22fFwkykeIpv5jtJrOhQwft,Abuja (FCT),Gudu,Toyota,Sienna,2008.0,Gray,Local Used,167005.0,3500.0,Registered,Imported,Automatic
4095000,Toyota Highlander 2001 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162912377_MTgwLTEzNS1mYjM4Y2UyNzA2LTE.jpg,https://www.cars45.com/jEY4wdZXJRS9mvirrd9zvLC91nq2lbJ,Rivers State,Port-Harcourt,Toyota,Highlander,2001.0,Black,Local Used,258670.0,3000.0,Registered,Registered,Automatic
16800000,BMW 528i 2013 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162855306_MTgwLTEzNS03YTI4M2ExZGMyLTE.jpg,https://www.cars45.com/jEY4wdZPwHFESN5wFdN63QArYQ93TkZ,Abuja (FCT),Garki 2,BMW,528i,2013.0,White,Foreign Used,271920.0,2000.0,Imported,Imported,Automatic
11960000,Lexus ES 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162758070_MTgwLTEzNS02ZDg3MTQ0ZWQ4.jpg,https://www.cars45.com/jEY4wdZPNMTkfzsF9tq8vejyuORI4V4,Abuja (FCT),Jabi,Lexus,ES,2009.0,Black,Local Used,259454.0,3500.0,Registered,Imported,Automatic
5250000,Toyota Avalon 2008 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162547468_MTgwLTEzNS1mODUzNWVmNDA1.jpg,https://www.cars45.com/jEY4wdZDVZnw1JE8hCzR7xCTOSfSOrE,Abuja (FCT),Jabi,Toyota,Avalon,2008.0,Silver,Local Used,239078.0,3500.0,Registered,Registered,Automatic
7350000,Volkswagen Sharan 2001 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162902607_MTgwLTEzNS1mNmU4YjFkYWQyLTE.jpg,https://www.cars45.com/jEY4wdZgici9H2CHWUJoTHxnahJNHsI,Lagos State,Yaba,Volkswagen,Sharan,2001.0,Red,Foreign Used,224245.0,1800.0,Imported,Imported,Manual
18200000,Toyota Highlander 3.5L 2WD 2013 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162866847_MTgwLTEzNi04MmViZmNiN2Y4.jpg,https://www.cars45.com/jEY4wdZtgXAqOQ3tmQbUSP4zwAHAp2W,Rivers State,Port-Harcourt,Toyota,Highlander,2013.0,Black,Local Used,53490.0,3500.0,Registered,Imported,Automatic
4882500,Toyota Camry 2007 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162865008_MTgwLTEzNS1kYjczZmY0Y2RjLTE.jpg,https://www.cars45.com/jEY4wdZFlrdZFO3UXaqzWp20SSaZ9vc,Lagos State,Lekki,Toyota,Camry,2007.0,Red,Local Used,83772.0,2400.0,Registered,Imported,Automatic
6006000,Honda Pilot 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162870142_MTgwLTEzNS00NmFiY2ViMzY0LTE.jpg,https://www.cars45.com/jEY4wdZj2IW2CJ2DSCkaaJGw66IGXLf,Abuja (FCT),Wuse,Honda,Pilot,2010.0,Black,Local Used,151098.0,3500.0,Registered,Imported,Automatic
18375000,Mercedes-Benz C300 2015 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162836612_MTgwLTEzNS1kMjEwMmQyYTQ2LTE.jpg,https://www.cars45.com/jEY4wdZuYlrrd2rmBb7epsAnQ5Yyhx2,Abuja (FCT),Kubwa,Mercedes-Benz,C300,2015.0,Black,Local Used,100690.0,2000.0,Registered,Registered,Automatic
9975000,Honda Accord 2014 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162856404_MTgwLTEzNS1hZWI1ODY2ZDJhLTE.jpg,https://www.cars45.com/jEY4wdZiK9fqPYe24nW55udIZrO1j8n,Lagos State,Lekki,Honda,Accord,2014.0,Black,Local Used,86998.0,3500.0,Registered,Imported,Automatic
2268000,Honda CR-V 2.0i ES Automatic 2002 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162863153_MTgwLTEzNS1kNjRiMTQ3NmY3LTE.jpg,https://www.cars45.com/jEY4wdZRRI2ZK3X9NWh4HbbSBDKCTNk,Lagos State,Ikorodu,Honda,CR-V,2002.0,Black,Local Used,234153.0,2800.0,Registered,Registered,Automatic
8320000,Toyota Corolla 2008 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162855706_MTgwLTEzNS02MDg2YWNhODlk.jpg,https://www.cars45.com/jEY4wdZTQmGGhMmBrwihHszmUKLlz06,Lagos State,Amuwo-Odofin,Toyota,Corolla,2008.0,Blue,Local Used,162746.0,1800.0,Registered,Imported,Automatic
36750000,Honda Accord 2022 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162864741_MTgwLTEzNS04NDc4NmZiY2VjLTE.jpg,https://www.cars45.com/jEY4wdZFNfGEM2ms679nrrMz7O0SjWF,Lagos State,Kosofe,Honda,Accord,2022.0,Silver,Foreign Used,19347.0,1500.0,Imported,Imported,Automatic
8925000,Lexus RX 400h 2007 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162858477_MTgwLTEzNS05NjliMDJmZDgyLTE.jpg,https://www.cars45.com/jlCs49QAa5VZa3uvmy7ch2FlOSUuj1,Lagos State,Yaba,Lexus,RX 400h,2007.0,Silver,Foreign Used,321433.0,3500.0,Imported,Imported,Automatic
3150000,Peugeot 406 2000 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162843137_MTgwLTEzNi1mOGVlZTBmZWI0LTE.jpg,https://www.cars45.com/jEY4wdZeSCOWZ4MfIvssSZh0EAlqc7o,Abuja (FCT),Central Business District,Peugeot,406,2000.0,Silver,Local Used,999999.0,,Registered,Registered,Automatic
4074000,Honda Accord 2008 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162851760_MTgwLTEzNS1hZWZkNDc0YzZiLTI.jpg,https://www.cars45.com/jEY4wdZLLoJkWfhmIlJlykA4WNMRxLp,Abuja (FCT),Kubwa,Honda,Accord,2008.0,Blue,Local Used,143431.0,2400.0,Registered,Registered,Automatic
4680000,Toyota Camry 2004 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162864171_MTgwLTEzNS0xNWIwZTNiNjEw.jpg,https://www.cars45.com/jEY4wdZXIivFKSCTqDhpKH8xAremI6l,Delta State,Oshimili South,Toyota,Camry,2004.0,Green,Local Used,388145.0,3000.0,Registered,Imported,Automatic
24960000,Lexus RX 350 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162862231_MTgwLTEzNS0xNWNlNjdkMWUx.jpg,https://www.cars45.com/jEY4wdZF3dIHwz6APU1LMizZPC5mFjV,Lagos State,Ikeja,Lexus,RX 350,2010.0,Black,Foreign Used,181914.0,3500.0,Imported,Imported,Automatic
1575000,Honda Accord 1999 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162762041_MTgwLTEzNS0xYzI4YjNhNmYy.jpg,https://www.cars45.com/jEY4wdZgWEcE81GwqbdcKmGiExtTnJh,Lagos State,Magodo,Honda,Accord,1999.0,Silver,Local Used,238689.0,2000.0,Registered,Registered,Automatic
13520000,Mercedes-Benz C300 2014 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162766369_MTgwLTEzNS0xMWE3NTI1YTZl.jpg,https://www.cars45.com/jEY4wdZXlthGTrp8xp77rBmaBmyRUMM,Abuja (FCT),Gwarinpa,Mercedes-Benz,C300,2014.0,Black,Local Used,158952.0,3500.0,Registered,Imported,Automatic
4074000,Ford Edge 2007 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162691245_MTgwLTEzNS05ZDU0YmY3MTI3LTI.jpg,https://www.cars45.com/jEY4wdZxdDLYwZFs64J4D3Pv0YigjrR,Lagos State,Ikeja,Ford,Edge,2007.0,Gray,Local Used,389067.0,3500.0,Registered,Registered,Automatic
22050000,Lexus IS 2019 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162860338_MTgwLTgxLWRiMGE1NmM3OTItMw.jpg,https://www.cars45.com/jlCs49QC8RbM7Zn3xnQc8vbe4bgLYj,Rivers State,Port-Harcourt,Lexus,IS,2019.0,Gray,Local Used,81926.0,,Registered,Imported,Automatic
34320000,Lexus GX 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162841599_MTgwLTEzNS1mMDVjMzRhODJj.jpg,https://www.cars45.com/jEY4wdZn0HrA7ZoIFsoe9WDUZreTYmg,Lagos State,Amuwo-Odofin,Lexus,GX,2012.0,Black,Local Used,122063.0,4600.0,Registered,Imported,Automatic
