amount,name,image_url,details_url,registered_state,registered_city,make,model,year_of_manufacture,color,condition,mileage,engine_size,selling_condition,bought_condition,transmission_system
9975000,Toyota Yaris 2013 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160338839_MTgwLTEzNS05ODIyNWEyNmRkLTE.jpg,https://www.cars45.com/jEY4wdZcx9JmZMztLq4DuJbBTlOVz9F,Lagos State,Isolo,Toyota,Yaris,2013.0,Blue,Foreign Used,67894.0,1800.0,Imported,Imported,Automatic
4095000,Toyota Corolla 2005 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160105386_MTgwLTEzNS0xNmY0OWI1YWI3LTE.jpg,https://www.cars45.com/jEY4wdZSm75s4ujdyQmWasU75WsbMiM,Abuja (FCT),Kubwa,Toyota,Corolla,2005.0,Blue,Local Used,296312.0,1800.0,Registered,Registered,Automatic
6760000,Toyota Camry 2007 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160328742_MTgwLTEzNS1mZDM5NzUyMGVi.jpg,https://www.cars45.com/jEY4wdZkROp8TOA8X4TmD07RdrUvsdI,Abuja (FCT),Karu,Toyota,Camry,2007.0,White,Local Used,307305.0,2400.0,Registered,Registered,Automatic
6352500,Acura CSX Automatic 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160347647_MTgwLTEzNS1jNGM4NjY2YTYwLTM.jpg,https://www.cars45.com/jEY4wdZInonYq2llMISTvpKC8a6M44J,Lagos State,Lekki,Acura,CSX,2010.0,Black,Local Used,303625.0,2000.0,Registered,Imported,Automatic
7350000,Infiniti QX 2005 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160407233_MTgwLTEzNi00YjIwYjM0NDdkLTE.jpg,https://www.cars45.com/jEY4wdZch8giSEREL3Z8W32uRjsIcbp,Lagos State,Lekki,Infiniti,QX,2005.0,Green,Local Used,118867.0,5600.0,Registered,Imported,Automatic
7280000,Toyota Highlander 2004 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160350219_MTgwLTEzNS1hYzYzODA1Mzli.jpg,https://www.cars45.com/jEY4wdZRRCpFsqyfDgAxawdlAaVTjoO,Ogun State,Abeokuta North,Toyota,Highlander,2004.0,Gold,Local Used,307961.0,3300.0,Registered,Imported,Automatic
6864000,Mercedes-Benz M Class 2006 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160318574_MTgwLTEzNS0yNjcyNTUwNzg1.jpg,https://www.cars45.com/jEY4wdZERdjAJjW4m4mUge5JF8W8TDA,Lagos State,Ojodu,Mercedes-Benz,M Class,2006.0,Gold,Local Used,189865.0,3500.0,Registered,Imported,Automatic
17680000,Mercedes-Benz GLK-Class 350 2010 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160332674_MTgwLTEzNS05YmRlMGExZWU0.jpg,https://www.cars45.com/jEY4wdZm7Ewij14oHYojNxlDj5Vo5lW,Lagos State,Ajah,Mercedes-Benz,GLK-Class,2010.0,White,Foreign Used,271556.0,3500.0,Imported,Imported,Automatic
5775000,Ford Escape 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160342779_MTgwLTEzNS05YWVkZjBhMDJl.jpg,https://www.cars45.com/jEY4wdZwO6fJ2hXmwMf9tMV9UpBnl8I,Abuja (FCT),Kubwa,Ford,Escape,2009.0,Black,Local Used,262624.0,3000.0,Registered,Registered,Automatic
15600000,Toyota Corolla 2017 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160273449_MTgwLTEzNS01MTJmYzY0ZmZk.jpg,https://www.cars45.com/jEY4wdZnqAZOcDN5Z5Kya3GobdCOWi2,Lagos State,Ilupeju,Toyota,Corolla,2017.0,Black,Local Used,87345.0,1800.0,Registered,Registered,Automatic
3640000,Honda Accord 2005 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160282136_MTgwLTEzNi0yNjRlYTdkMzQ3.jpg,https://www.cars45.com/jEY4wdZjHCpVvZPIgS98Oigu4PuPXGT,Abuja (FCT),Gwarinpa,Honda,Accord,2005.0,Gray,Local Used,305357.0,2400.0,Registered,Imported,Automatic
3150000,Volkswagen Sharan 2001 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160354479_MTgwLTEzNS0wMjBlYTMzZTI5LTE.jpg,https://www.cars45.com/jEY4wdZvdf8zyxYNAIhznsjLJPzYqyQ,Oyo State,Ibadan,Volkswagen,Sharan,2001.0,Black,Local Used,245461.0,2000.0,Registered,Imported,Automatic
11000000,Toyota Sienna 2011 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160406125_MTgwLTEzNS04OTQzNjUwNDBlLTI.jpg,https://www.cars45.com/jEY4wdZMVdLtuAyUgz6twd9zFXkjz9W,Lagos State,Ikorodu,Toyota,Sienna,2011.0,Gray,Local Used,108523.0,3500.0,Registered,Imported,Automatic
9817500,Hyundai Sonata 2011 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160347541_MTgwLTEzNS0xYWVlMDczYTliLTE.jpg,https://www.cars45.com/jEY4wdZEOSyOx3o3PxBZbBHvaM8xuNw,Lagos State,Surulere,Hyundai,Sonata,2011.0,Black,Foreign Used,287408.0,2400.0,Imported,Imported,Automatic
4680000,Toyota Camry 2004 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160352539_MTgwLTEzNS01ZTFiMTFmNTE4.jpg,https://www.cars45.com/jEY4wdZQJW1qTqBrxtbiRN11Wo86x3x,Ogun State,Abeokuta North,Toyota,Camry,2004.0,Silver,Local Used,424225.0,2400.0,Registered,Registered,Automatic
26250000,Lexus GX 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160350456_MTgwLTEzNi03NmE1MmIzZTFl.jpg,https://www.cars45.com/jEY4wdZtSNMM6ab8RBNpkVKj1UlTz2x,Abuja (FCT),Gudu,Lexus,GX,2010.0,Black,Local Used,55184.0,4600.0,Registered,Imported,Automatic
17850000,Mercedes-Benz C300 2016 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160392904_MTgwLTEzNi0yMTM0NmM3NDZmLTM.jpg,https://www.cars45.com/jEY4wdZu1yyumxpIA0ydtDiN5Y9hrVL,Rivers State,Port-Harcourt,Mercedes-Benz,C300,2016.0,White,Local Used,335333.0,3000.0,Registered,Imported,CVT
4200000,Honda Pilot EX 4dr SUV (3.5L 6cyl 5A) 2009 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160257590_MTgwLTEzNS1hZjJmODU4MWNlLTE.jpg,https://www.cars45.com/jEY4we0187qa0ocMMfLoMaMipsw0txx,Kaduna State,Kaduna / Kaduna State,Honda,Pilot,2009.0,Red,Local Used,125280.0,3500.0,Registered,Registered,Automatic
34650000,Toyota Land Cruiser 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160396903_MTgwLTEzNi1jMzU4MjU4YzYw.jpg,https://www.cars45.com/jEY4wdZ9iF4MVOmySpAkAzEUOENHUwR,Abuja (FCT),Gudu,Toyota,Land Cruiser,2010.0,Black,Local Used,136271.0,4700.0,Registered,Registered,Automatic
3360000,Toyota Camry 2003 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160394184_MTgwLTEzNS00NzA3MDUyOWNi.jpg,https://www.cars45.com/jEY4wdZy3S7aZzwfudQJzof4z9HpREc,Lagos State,Abule Egba,Toyota,Camry,2003.0,Green,Local Used,326621.0,2400.0,Registered,Registered,Automatic
7350000,Lexus RX 400h 2006 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160338104_MTgwLTEzNS01Y2RkZWEyYWRlLTE.jpg,https://www.cars45.com/jEY4wdZr12tIaEnHHl2sXWEMG7WsYQG,Oyo State,Ibadan,Lexus,RX 400h,2006.0,Black,Local Used,299358.0,3300.0,Registered,Imported,Automatic
2940000,Volvo 240 1990 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160331297_MTgwLTEzNS05M2M0ZDUyMmU1LTM.jpg,https://www.cars45.com/jEY4wdZnaqymaFNuFwdRnuAXFm9QTHa,Abia State,Umuahia,Volvo,240,1990.0,Silver,Local Used,223123.0,2300.0,Registered,Registered,Manual
2940000,Honda Civic Hybrid CVT Automatic-PZEV 2007 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160322331_MTgwLTEzNS04ODU3N2RiODlkLTE.jpg,https://www.cars45.com/jEY4wdZk6NAMCwrXLRQlaNJ8pMKRFUz,Lagos State,Lekki,Honda,Civic,2007.0,White,Local Used,236164.0,1300.0,Registered,Imported,Automatic
6510000,Toyota Camry 2009 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160329011_MTgwLTEzNS1mMjE0MWE3YzA2.jpg,https://www.cars45.com/jEY4wdZx3LXLqRqLQKib2j2GkdVB5EE,Oyo State,Ibadan,Toyota,Camry,2009.0,Blue,Local Used,118962.0,3500.0,Registered,Registered,Automatic
3360000,Acura MDX 2001 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160196124_MTgwLTEzNS0zMThmMjA1NjEy.jpg,https://www.cars45.com/jEY4wdZg3sC32Rfmnk26OXqqRHZWRrT,Abuja (FCT),Garki 2,Acura,MDX,2001.0,Green,Local Used,316904.0,3500.0,Registered,Imported,Automatic
6552000,Mercedes-Benz M Class 2005 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160199096_MTgwLTEzNS1iYzBhNTVkODU4.jpg,https://www.cars45.com/jEY4wdZUiVgANihESG48oOJ3B6GCK7p,Lagos State,Magodo,Mercedes-Benz,M Class,2005.0,Silver,Local Used,331765.0,3700.0,Registered,Registered,Automatic
4200000,Kia Rio 2013 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160188743_MTgwLTEzNS0xZjUyOWU5Mzg3.jpg,https://www.cars45.com/jEY4wdZSpCHc8p2LV3IWBNtdvQyzphG,Ogun State,Abeokuta North,Kia,Rio,2013.0,Brown,Local Used,97422.0,1400.0,Registered,Registered,Manual
7875000,Lexus IS 2007 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160191260_MTgwLTEzNS1kZWEyZTI4ODE3.jpg,https://www.cars45.com/jEY4wdZyw0RzRlofLxGY2PXKJfOS0xB,Abuja (FCT),Wuse,Lexus,IS,2007.0,Red,Local Used,187864.0,2500.0,Registered,Imported,Automatic
52000000,Lexus RX 350 2018 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160201208_MTgwLTEzNS02MGRjNDIzNDU5.jpg,https://www.cars45.com/jEY4wdZtKbwCgTiNAJkhKDsNe6NGvaf,Lagos State,Lekki,Lexus,RX 350,2018.0,Red,Foreign Used,1341512.0,3500.0,Imported,Imported,Automatic
63000000,Mitsubishi Montero Sport 2019 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160247473_MTgwLTEzNS02MGY5NDY4MWYx.jpg,https://www.cars45.com/jEY4wdZHshcbG3ZrVrw0GPyqMKpF3Fz,Lagos State,Lekki,Mitsubishi,Montero Sport,2019.0,Black,Local Used,72658.0,3000.0,Registered,Brand new,Automatic
7770000,Kia Optima 2014 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160191876_MTgwLTEzNS0yNTI5YjVhYTdk.jpg,https://www.cars45.com/jEY4wdZfHdMsdCpOIkeVfhAweBDylhX,Kaduna State,Kaduna / Kaduna State,Kia,Optima,2014.0,Gray,Local Used,100672.0,2500.0,Registered,Imported,Automatic
69300000,Land Rover Range Rover Velar P380 S 4x4 2018 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160251590_MTgwLTEzNS0xMGU4MDA4YjVh.jpg,https://www.cars45.com/jEY4wdZk17IsOqN6z1HBp9MbJSwnZdC,Lagos State,Lekki,Land Rover,Range Rover Velar,2018.0,White,Foreign Used,101884.0,3000.0,Imported,Imported,Automatic
3120000,Honda Accord 2005 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160284589_MTgwLTEzNS05M2Q0Y2UxNGIx.jpg,https://www.cars45.com/jEY4wdZPO9FdINYSaSlY7J9n47TtnvP,Lagos State,Amuwo-Odofin,Honda,Accord,2005.0,Gray,Local Used,405991.0,2400.0,Registered,Registered,Automatic
5250000,Kia Optima 2007 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160335669_MTgwLTEzNS1jMzk3YTMyMDY2LTE.jpg,https://www.cars45.com/jEY4wdZWKCMfOPL4WTi56E02gLtUp9K,Lagos State,Yaba,Kia,Optima,2007.0,Silver,Local Used,167520.0,2000.0,Registered,Registered,Automatic
7875000,Ford Escape S 4dr SUV (2.5L 4cyl 6A) 2015 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160333557_MTgwLTEzNS1kMjVhM2JhYjFlLTE.jpg,https://www.cars45.com/jEY4wdZpJSdRge0klb2VYFyoBgAsTUo,Lagos State,Lekki,Ford,Escape,2015.0,Black,Local Used,182040.0,2000.0,Registered,Imported,Automatic
5200000,Toyota Corolla 2005 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160339780_MTgwLTEzNS0xOTBjMzJhYTM3.jpg,https://www.cars45.com/jEY4wdZkGqTH1tssOS6jt8Esn5DNcvG,Lagos State,Isolo,Toyota,Corolla,2005.0,Blue,Local Used,136415.0,1800.0,Registered,Registered,Automatic
31500000,Mitsubishi Eclipse 2021 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160331331_MTgwLTEzNi1kMzZkMTZmOGYyLTE.jpg,https://www.cars45.com/jEY4wdZAaINPKvqfFDU64WQChRSpH53,Abuja (FCT),Gwarinpa,Mitsubishi,Eclipse,2021.0,Black,Local Used,39258.0,1500.0,Registered,Registered,CVT
19425000,Toyota Tundra Double Cab 4x4 Limited 2010 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160340703_MTgwLTEzNS1jYTdjNDg5NDBi.jpg,https://www.cars45.com/jEY4wdZDGKBWhdQxO1kOZpRGQQC6sRh,Akwa Ibom State,Uyo,Toyota,Tundra,2010.0,Silver,Local Used,97119.0,5700.0,Registered,Registered,Automatic
3780000,Ford Mondeo 2007 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160267642_MTgwLTEzNS0xYjM1ZTc2NmI3LTE.jpg,https://www.cars45.com/jEY4wdZPyxOZQ0O1agxUXvMndrg95nw,Oyo State,Ibadan,Ford,Mondeo,2007.0,Blue,Local Used,228482.0,2300.0,Registered,Imported,Automatic
3640000,Honda Accord 2005 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160268897_MTgwLTEzNS03NGM1MTUyNTM4.jpg,https://www.cars45.com/jEY4wdZUbu47G1WHxFejFEMAdFafnPQ,Lagos State,Isolo,Honda,Accord,2005.0,Black,Local Used,92058.0,2500.0,Registered,Imported,Automatic
2730000,Toyota Avalon 2004 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160322222_MTgwLTEzNi0zZTU5ZmM3ZDc2LTE.jpg,https://www.cars45.com/jEY4wdZVNZTQznDhmyxLKJpxvv9F1Qj,Rivers State,Port-Harcourt,Toyota,Avalon,2004.0,Black,Local Used,,3000.0,Registered,Registered,Automatic
4194750,Ford Edge 2007 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160281856_MTgwLTEzNS00ZDkxN2MzYmZkLTE.jpg,https://www.cars45.com/jEY4wdZfbibiCF7LKAUKbL2azjbM3XM,Lagos State,Surulere,Ford,Edge,2007.0,Black,Local Used,327455.0,3200.0,Registered,Imported,Automatic
18900000,Lexus RX 350 2010 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160288516_MTgwLTEzNS01Y2UzZDcyMTU0LTE.jpg,https://www.cars45.com/jEY4wdZgRNKLP0VtIw8Rcp7axTpwFyb,Lagos State,Ikorodu,Lexus,RX 350,2010.0,Gold,Foreign Used,162187.0,3500.0,Imported,Imported,Automatic
1942500,Mercedes-Benz E200 1994 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160272771_MTgwLTEzNS1mZjZhZmVhMzA5LTM.jpg,https://www.cars45.com/jEY4wdZU31UVDmFrmaTkoN7mqQ5N0mP,Rivers State,Port-Harcourt,Mercedes-Benz,E200,1994.0,Gray,Local Used,164401.0,2000.0,Registered,Registered,Automatic
7280000,Toyota Camry 2008 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160262983_MTgwLTEzNS1hZDM5ZDM4YTk3.jpg,https://www.cars45.com/jEY4wdZTnghR2aIdtvvhjMewGnBQIC0,Lagos State,Ipaja,Toyota,Camry,2008.0,Silver,Local Used,112371.0,2500.0,Registered,Imported,Automatic
3675000,Honda Civic 2006 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160171230_MTgwLTEzNS1mOTM2OGQzZTM3.jpg,https://www.cars45.com/jEY4wdZAMwfTgIAMae84FdwfvuRRvL3,Abuja (FCT),Lugbe District,Honda,Civic,2006.0,Blue,Local Used,1159697.0,1800.0,Registered,Registered,Automatic
4181250,Mercedes-Benz E350 2006 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160169795_MTgwLTEzNS1iOWE1MjRkOGEy.jpg,https://www.cars45.com/jEY4wdZXA7KTL1nX0MRSr5e8rYoOYRV,Abuja (FCT),Kubwa,Mercedes-Benz,E350,2006.0,Silver,Local Used,163329.0,3500.0,Registered,Imported,Automatic
9660000,Toyota Highlander 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160274472_MTgwLTEzNS0zOWE4ZGNlMGM4LTE.jpg,https://www.cars45.com/jEY4wdZPskovvZf3PxTGPG39buVcPfw,Lagos State,Ajah,Toyota,Highlander,2009.0,Black,Local Used,330926.0,3500.0,Registered,Imported,Automatic
197600000,Mercedes-Benz GLE53 2022 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160259030_MTgwLTEzNS1mNTkxNjIwYTQw.jpg,https://www.cars45.com/jEY4wdZZoIH0THMZpc6C0YccZaLI4Kj,Lagos State,Lekki,Mercedes-Benz,GLE53,2022.0,Green,Foreign Used,119549.0,3000.0,Imported,Imported,Automatic
76960000,Land Rover Range Rover Velar P380 S 4x4 2018 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160265130_MTgwLTEzNS0wNzhlZjgzN2Qw.jpg,https://www.cars45.com/jEY4we00Qw88hVEO2YlK4exySsMToXU,Lagos State,Lekki,Land Rover,Range Rover Velar,2018.0,Black,Foreign Used,122060.0,3000.0,Imported,Imported,Automatic
9450000,Mitsubishi SpaceWagon 2005 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160246470_MTgwLTEzNS0wODAyN2UzMDFmLTM.jpg,https://www.cars45.com/jEY4wdZMDfNPJ4FYKPGNdzIW9erLx1K,Lagos State,Yaba,Mitsubishi,SpaceWagon,2005.0,Silver,Foreign Used,161336.0,1600.0,Imported,Imported,Automatic
3150000,Peugeot 307 2006 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160251224_MTgwLTEzNS0zMjE0NmI3ZDNh.jpg,https://www.cars45.com/jEY4wdZth0Hr3ydew1Hn7tU4gT6Jjw5,Edo State,Benin City,Peugeot,307,2006.0,Green,Local Used,,1600.0,Registered,Registered,Manual
19425000,Toyota Land Cruiser 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160256685_MTgwLTEzNS1jMzA2NDAwMzc5LTM.jpg,https://www.cars45.com/jEY4wdZtsvicXkCz7DXAjqpsAEll20O,Lagos State,Lekki,Toyota,Land Cruiser,2009.0,Black,Local Used,296814.0,4000.0,Registered,Brand new,Automatic
8478750,Toyota Camry 2007 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160260255_MTgwLTEzNi1hNDc2ZjQzMDUyLTE.jpg,https://www.cars45.com/jEY4wdZJbw4QDWGkNWb6cEapQ5WcgI9,Lagos State,Ogudu,Toyota,Camry,2007.0,Silver,Foreign Used,80623.0,2400.0,Imported,Imported,Automatic
3990000,Ford Escape 2009 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160253291_MTgwLTEzNS00OTJkNTBiZTA3LTE.jpg,https://www.cars45.com/jEY4wdZQgNts8SjuxwYiR2lXx5W0ds7,Lagos State,Abule Egba,Ford,Escape,2009.0,Silver,Local Used,275750.0,2500.0,Registered,Imported,Automatic
8190000,Nissan Serena 1993 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160192827_MTgwLTEzNS03ZTdlZWE4YTZlLTE.jpg,https://www.cars45.com/jEY4wdZgSVw47IK3Zu1nXrHuVgVTTjM,Lagos State,Isolo,Nissan,Serena,1993.0,Gray,Foreign Used,146257.0,1800.0,Imported,Imported,Manual
23920000,Toyota Venza 2013 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160112332_MTgwLTEzNS0wMTRhYzdlNzM2.jpg,https://www.cars45.com/jEY4wdZv3Cl6ML6bPJEzr2owArFQg1e,Lagos State,Ilupeju,Toyota,Venza,2013.0,Brown,Foreign Used,211422.0,3500.0,Imported,Imported,Automatic
3570000,Lexus RX 300 2001 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160201501_MTgwLTEzNS01NTVkYzIyNjZl.jpg,https://www.cars45.com/jlCs49QFSEkSUd0clSzsREMzbGedJt,Lagos State,Abule Egba,Lexus,RX 300,2001.0,Black,Local Used,135253.0,3000.0,Registered,Registered,Automatic
15750000,Peugeot 508 2016 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160201076_MTgwLTEzNS1kNDY5MzIwMjJkLTM.jpg,https://www.cars45.com/jEY4wdZciUW6KQe6VRbbtMJhSbpbCSx,Abuja (FCT),Jabi,Peugeot,508,2016.0,Green,Local Used,40466.0,1600.0,Registered,Brand new,Automatic
6405000,Dodge Nitro 2008 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160190279_MTgwLTEzNS0zNjkxMjIxNTAxLTE.jpg,https://www.cars45.com/jEY4wdZmgRITqfv1sZOBifVR7QW0Y5R,Lagos State,Alimosho,Dodge,Nitro,2008.0,Silver,Local Used,180520.0,3700.0,Registered,Imported,Automatic
10500000,Hyundai Creta 2018 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160207108_MTgwLTEzNS03NjM2ZWVmMzhjLTQ.jpg,https://www.cars45.com/jEY4wdZhkqjraBcEKUPNUC89JK4LmV3,Lagos State,Kosofe,Hyundai,Creta,2018.0,Silver,Local Used,206808.0,1600.0,Registered,Brand new,Automatic
26250000,Ford F-150 2017 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160199984_MTgwLTEzNS1lOThhNjE4YmVmLTE.jpg,https://www.cars45.com/jEY4wdZnpzpcL51LXv50MXOMiCl0wsd,Oyo State,Ibadan,Ford,F-150,2017.0,White,Foreign Used,120829.0,3500.0,Imported,Imported,Automatic
4160000,Toyota Camry 2002 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160199016_MTgwLTEzNS1mMGEyZDI3MDAz.jpg,https://www.cars45.com/jEY4wdZqWZGvltvkz9nz3DynaOyn71e,Lagos State,Yaba,Toyota,Camry,2002.0,Gray,Local Used,413255.0,2400.0,Registered,Registered,Automatic
6240000,Honda Accord 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160034544_MTgwLTEzNS0yMDRiOGQyNDdl.jpg,https://www.cars45.com/jEY4wdZv12zosFngO4LVHckEfRmMdI7,Abuja (FCT),Lugbe District,Honda,Accord,2008.0,Gray,Local Used,92809.0,2400.0,Registered,Registered,Automatic
3640000,Toyota Avensis 2005 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160182228_MTgwLTEzNi1lNGI4NjUzMjYz.jpg,https://www.cars45.com/jEY4wdZrj035rgprz3NkD45b9asybAW,Abuja (FCT),Gudu,Toyota,Avensis,2005.0,Black,Local Used,126122.0,2000.0,Registered,Registered,Automatic
3675000,Cadillac SRX 2007 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160117457_MTgwLTEzNS1lYzVhMjNjMDMwLTE.jpg,https://www.cars45.com/jEY4wdZMYdpTx1spSBfwADL7t9uA9W2,Oyo State,Ibadan,Cadillac,SRX,2007.0,Silver,Local Used,181712.0,3600.0,Registered,Registered,Automatic
4725000,Kia Optima 2006 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/160193843_MTgwLTEzNS04NDM3ZmM0YzZhLTE.jpg,https://www.cars45.com/jEY4wdZrlsqCt2aU5EhoRY8WUtg8KnX,Lagos State,Surulere,Kia,Optima,2006.0,Silver,Local Used,351326.0,2700.0,Registered,Imported,AMT
