amount,name,region,condition,mileage,image_url,details_url
9000000,Audi Q7 2008 Black,"Ogun State, Abeokuta North",Local Used,303498 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163588689_MTgwLTEzNS1iYmY0YTAwMWY2LTE.jpg,https://www.cars45.com/jEY4wdZvahMXiKwdffJDk2Gl7yQONwE
3600000,Toyota Camry 2005 Gray,"Lagos State, Abule Egba",Local Used,309184 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163592929_MTgwLTEzNS1jMmZlYjVhYTA3LTE.jpg,https://www.cars45.com/jEY4wdZujGNIMdEc37tdaJkcuEh8iIz
11250000,Honda Ridgeline 2006 Black,"Abuja (FCT), Lugbe District",Local Used,190226 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163533963_MTgwLTEzNS1hMzBlYjg3ZTFm.jpg,https://www.cars45.com/jEY4wdZPyDZTQbQ19NsoniA03jo9a3p
16537500,Lexus RX 350 2010 Black,"Rivers State, Port-Harcourt",Local Used,109097 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163582782_MTgwLTEzNi02OTU5MjVjMWI3LTE.jpg,https://www.cars45.com/jEY4wdZbHdFE0R1kidjIDVTcqqCylqT
13626562,Nissan Pathfinder 2013 Gray,"Lagos State, Surulere",Foreign Used,18520 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163589212_MTgwLTEzNS1lOThmZjc4MWYzLTE.jpg,https://www.cars45.com/jEY4wdZBiQbFTiBX7uTXqwkNMHMK1y5
8437500,Toyota Camry 2010 Silver,"Oyo State, Ibadan",Local Used,106763 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163555014_MTgwLTEzNS1jMDFlZTRhYTky.jpg,https://www.cars45.com/jEY4wdZxfm42agvlZG7Cw08KEHnvfgX
5175000,Toyota Matrix 2005 Blue,"Oyo State, Ibadan",Local Used,99999 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163547481_MTgwLTEzNS1kZTNiOTc2MzIz.jpg,https://www.cars45.com/jEY4wdZOxtHCzzkOMPQmzLlAaRr4oWL
8212500,Lexus RX 350 2008 Blue,"Lagos State, Kosofe",Local Used,243568 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163588249_MTgwLTEzNS1lN2I5ZTRkZWRhLTE.jpg,https://www.cars45.com/jEY4wdZ9dgNvR3oLOPEe1sIPtTZOaPc
8437500,Toyota Camry 2007 Black,"Ogun State, Abeokuta North",Local Used,180184 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163582325_MTgwLTEzNS02OWQ3Y2I2YzY4.jpg,https://www.cars45.com/jEY4wdZy8eYxKAHLluXIZ7jmfSutxVG
5287500,Toyota Corolla 2006 Blue,"Ogun State, Abeokuta North",Local Used,359811 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163539646_MTgwLTEzNS01NzY2Y2JhZmJh.jpg,https://www.cars45.com/jEY4wdZntwvrjo3HzgtKyu1sfDe9Cwe
18000000,Hyundai Santa Fe 2013 Black,"Rivers State, Port-Harcourt",Local Used,64757 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163591542_MTgwLTEzNS1lMTY3YzI5OGZh.jpg,https://www.cars45.com/jEY4wdZcaP3N6kmGhIRJ4OFcodKNfF3
4837500,Toyota Highlander 2003 Silver,"Abuja (FCT), Jabi",Local Used,241467 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163537678_MTgwLTEzNS02YjlmODdhZjE1LTI.jpg,https://www.cars45.com/jEY4wdZjrs5GcR9558sMgDSiX75HCgZ
6030000,Toyota Camry 2008 Black,"Lagos State, Ikeja",Local Used,46814 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163585518_MTgwLTE4MC01NzAyM2UzNWU5LTE.jpg,https://www.cars45.com/jEY4we00sFpwTItyrvAGJl8z3GUjkPy
6187500,Toyota Corolla Verso 2004 Silver,"Lagos State, Abule Egba",Local Used,183355 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163551976_MTgwLTEzNS02Y2Q1Zjk5ZjEyLTE.jpg,https://www.cars45.com/jEY4wdZBC5UACptV44KN2QtVnJOiXys
7312500,Ford Edge 2008 Blue,"Lagos State, Amuwo-Odofin",Local Used,237041 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163579252_MTgwLTEzNS1hYTZkNDVkYTYw.jpg,https://www.cars45.com/jEY4wdZQ1w9Hht3IIn2bfoRSQrZLrMv
74250000,Toyota Highlander 2021 Black,"Lagos State, Amuwo-Odofin",Foreign Used,61855 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163543727_MTgwLTEzNS1lN2E3MmRlZDA2.jpg,https://www.cars45.com/jEY4wdZExvXGMhL7vSSTBboeJiO91so
9225000,Lexus IS 2006 Black,"Lagos State, Magodo",Local Used,309628 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163546962_MTgwLTEzNS0xNjEwMTNlZTMx.jpg,https://www.cars45.com/jEY4wdZuffwxNw33DExhNIsWAZuaXE7
5310000,Toyota Sienna 2004 Gray,"Lagos State, Ikeja",Local Used,581795 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163584450_MTgwLTEzNS02MmI5N2FlZTZkLTI.jpg,https://www.cars45.com/jEY4wdZmVZvyxQbtnGLrwTjgaKkMEKe
3937500,Peugeot 407 2006 Black,"Enugu State, Enugu",Local Used,227144 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163546486_MTgwLTEwMS1hMWNkODI5Yzk0.jpg,https://www.cars45.com/jEY4wdZOvaOOFS6LayENoV2TcGgqh3Q
5625000,Toyota Corolla 2011 Black,"Lagos State, Ogba",Local Used,260422 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163583656_MTgwLTEzNS1mMGI3Mzg4ZjlkLTE.jpg,https://www.cars45.com/jEY4wdZM5c5I33wcNl11eIPjNL1TGJY
2475000,Toyota Camry 1998 Gray,"Enugu State, Enugu",Local Used,350000 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163585745_MTgwLTEwMS01ZjFkY2ZmMWM1.jpg,https://www.cars45.com/jEY4wdZJqyV8pzcDUfK2FVRyUjjzYaF
51750000,Mercedes-Benz GL-Class 2013 White,"Lagos State, Abule Egba",Foreign Used,180752 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163543389_MTgwLTEzNS00Mjc2OTc5Y2Uw.jpg,https://www.cars45.com/jEY4wdZKXMj3lNV373pjaHf9V0CpZzV
3870000,Ford Escape 2008 Gray,"Lagos State, Surulere",Local Used,262840 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163550087_MTgwLTEzNS1kMjUxNDBlMTcyLTE.jpg,https://www.cars45.com/jEY4wdZqJ3LRauzMN4WqSYVdgTRU0my
6750000,Lexus ES 2006 Gray,"Enugu State, Enugu",Local Used,172835 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163537479_MTgwLTEwMS1kMWRiOTE4MWZk.jpg,https://www.cars45.com/jEY4wdZSzzaT3FZ5f9VrhYMTKUpm6IJ
52875000,Toyota Highlander 2017 Burgandy,"Lagos State, Amuwo-Odofin",Foreign Used,61613 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163536241_MTgwLTEzNS01MWNjZmQzNTA3.jpg,https://www.cars45.com/jEY4wdZMoRg4aFj1DTgCwxQL6daOZNA
9000000,Lexus ES 2006 Silver,"Ogun State, Abeokuta North",Local Used,196191 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163405894_MTgwLTEzNS1mNGYzMTZiYjZl.jpg,https://www.cars45.com/jEY4we00pbNrkvVprtwtYghEpxNQHIG
2250000,Mazda 323 1999 Burgandy,"Ogun State, Abeokuta North",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163429965_MTgwLTEzNS02M2FjMmUxMmYy.jpg,https://www.cars45.com/jEY4we00jS5L7L2ciUf1NIlbeHx57YR
19125000,Toyota Venza 2011 Red,"Lagos State, Isolo",Foreign Used,128502 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163422074_MTgwLTEzNS1kZGZjNjM0NjIx.jpg,https://www.cars45.com/jlCs49PtgJjtF5urbbJcgk4IikV05B
8437500,Lexus RX 350 2007 Blue,"Lagos State, Isolo",Local Used,217064 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163408641_MTgwLTEzNS1iMDg3NTMzMTI0.jpg,https://www.cars45.com/jEY4wdZnP9oTbsxkIFXyAPMObNVsGXT
6760000,Toyota Highlander 2005 Silver,"Lagos State, Amuwo-Odofin",Local Used,203776 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163551830_MTgwLTEzNS01YjY5ZmUyMTk2.jpg,https://www.cars45.com/jEY4wdZuI75KyJiLi2oIJ5D0SSKbXYD
1837500,Honda CR-V 2001 Green,"Lagos State, Alimosho",Local Used,130723 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163537265_MTgwLTEzNS0wZjc4OWFjMGJlLTE.jpg,https://www.cars45.com/jEY4wdZE57JF6CAmkvmhPNiNFmjULvY
2572500,Honda Accord 2007 Blue,"Lagos State, Alimosho",Local Used,70404 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163499613_MTgwLTEzNS0yZThjZGM5YWI1LTE.jpg,https://www.cars45.com/jEY4we00jLbaej0quiFuGzCgeMcWtTN
4725000,Acura RL 2005 Gray,"Lagos State, Lekki",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163545483_MTgwLTEzNS1kOGM5MTRlZmI4LTE.jpg,https://www.cars45.com/jEY4wdZcqyenXIOc4DZoFsoAHq7bKgC
7350000,Toyota Matrix 2012 Red,"Abuja (FCT), Jabi",Local Used,193195 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163518248_MTgwLTEzNS02OTk0ZGQ4NzAxLTE.jpg,https://www.cars45.com/jEY4wdZZlNbmhyouK4bNMe3uSvognmv
4725000,Acura MDX 2002 Silver,"Lagos State, Alimosho",Local Used,271738 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163540127_MTgwLTEwMS1lMmQ5MTI2NDcwLTE.jpg,https://www.cars45.com/jEY4wdZJ2kyrZTYzgCWoHLUUHqR65ME
6825000,Mazda Tribute 2004 Black,"Edo State, Benin City",Local Used,293670 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163537269_MTgwLTEzNS00NzcyNDhmOTJhLTE.jpg,https://www.cars45.com/jEY4wdZcX0mNYHYLFQ2zkozqH9UzWyu
11550000,Ford Taurus 2011 Black,"Lagos State, Yaba",Local Used,181517 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163539267_MTgwLTEzNS0xNmJlZDdiZDUwLTE.jpg,https://www.cars45.com/jEY4wdZcUeuuTRVwlSTkpQyXyZYTXTi
136500000,Land Rover Range Rover Sport 2021 Black,"Lagos State, Amuwo-Odofin",Foreign Used,31521 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163535619_MTgwLTEzNS05YWY2MDZiY2RiLTE.jpg,https://www.cars45.com/jEY4wdZfq8KX24V0zMkSG8W2TRBJRU4
49500000,Toyota Land Cruiser 2013 Black,"Lagos State, Lekki",Local Used,91014 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163539238_MTgwLTEzNS04ODQ4NjI0NDIwLTM.jpg,https://www.cars45.com/jEY4wdZf62JSJj3cMBjCCHrY0dN0rdj
5928000,Toyota Highlander 2004 Gray,"Lagos State, Ikorodu",Local Used,132255 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163539492_MTgwLTEzNS1kMzc0YWFkNjI4LTE.jpg,https://www.cars45.com/jEY4wdZv92jdBccj4zW2JBWI43eQt4R
3600000,Toyota Sienna LE 2001 Green,"Lagos State, Ikorodu",Local Used,122913 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163531316_MTgwLTEzNS0xYTBlNTAwZDJmLTE.jpg,https://www.cars45.com/jlCs49Qb0yCEotE4TpEq4KjdfP6QDI
8400000,Toyota RAV4 2010 Silver,"Lagos State, Magodo",Local Used,307338 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163529242_MTgwLTEzNS03MmM2YzhjMmUy.jpg,https://www.cars45.com/jEY4wdZLTNimHnFCLB619jpMnfdWNsT
3640000,Honda Accord 2004 Gray,"Lagos State, Ikotun/Igando",Local Used,68887 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163477982_MTgwLTEzNS0zNzFhMGYwYzdm.jpg,https://www.cars45.com/jEY4wdZjQQySVCez5VG6QKSDAIZjdfc
4725000,Hyundai Elantra 2007 Gold,"Lagos State, Abule Egba",Local Used,200769 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163533846_MTgwLTEzNS01NTBjMDQ5ODIxLTE.jpg,https://www.cars45.com/jEY4wdZL81WYv9yjyAsehV7ewYhskXO
7764750,Lexus ES 350 2008 White,"Imo State, Owerri",Local Used,258617 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163531260_MTgwLTEzNS1lZDRlMDY2NWZhLTE.jpg,https://www.cars45.com/jEY4wdZSVNcEhGYSd24enGqD4N6xQEk
3780000,Toyota Matrix 2004 Blue,"Imo State, Owerri",Local Used,202519 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163530500_MTgwLTEzNS00MjQxNDg2MWQyLTE.jpg,https://www.cars45.com/jEY4wdZFGcXlMibECyRXtGTiWAMuZHR
9776000,Lexus GX 470 Sport Utility 2006 White,"Lagos State, Amuwo-Odofin",Local Used,196463 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163495497_MTgwLTEzNS0xZGI5Zjk2NzI1.jpg,https://www.cars45.com/jEY4we00gj7YOYeMvxWW3v1xHrluDCs
4305000,Toyota Corolla Sedan Automatic 2003 Blue,"Lagos State, Amuwo-Odofin",Local Used,463848 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163485602_MTgwLTEzNS0yYmM2YzgzMjBj.jpg,https://www.cars45.com/jEY4wdZLlSaTKgsY97Q8YKvo7psc4pO
14700000,Chevrolet Captiva 2014 Red,"Lagos State, Ikoyi",Local Used,149591 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163527869_MTgwLTEzNS01Njc4YmQxYWI5LTE.jpg,https://www.cars45.com/jEY4wdZMOpA2Pn90oRy2EQTHrQyKWOG
5850000,Acura TL 2012 Black,"Lagos State, Amuwo-Odofin",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163530324_MTgwLTEzNS0xNDYwZTdlMjMxLTM.jpg,https://www.cars45.com/jEY4wdZZYNhznm2L8AGiER4pL5KhtiJ
4305000,Nissan Rogue SL 2010 White,"Lagos State, Ikorodu",Local Used,247671 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163495543_MTgwLTEzNS02ODg2MDE4ZTczLTE.jpg,https://www.cars45.com/jEY4wdZHt0GjpU5xD0UK3Nw5uRdl4mB
4536000,Honda Accord 2011 Red,"Abuja (FCT), Garki 2",Local Used,73932 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163485866_MTgwLTEzNS01NTY3OWMxOWI5LTE.jpg,https://www.cars45.com/jEY4wdZRSE1QgAPSzlOeSXnLXBHubBa
7350000,Hyundai Accent 2014 Black,"Abuja (FCT), Jabi",Local Used,259918 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163485304_MTgwLTEzNS1mYmY5YzRhN2YxLTE.jpg,https://www.cars45.com/jEY4wdZjyiNoutFVfwstTzsWG0cztiL
4200000,Nissan Versa 2007 Blue,"Abuja (FCT), Garki 2",Local Used,186991 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163467611_MTgwLTEzNS1kN2IyNTdhNzk3LTE.jpg,https://www.cars45.com/jEY4we00Mz3OgTo6DL8ZTMOnn4Klwqr
6300000,Ford Edge 2013 Black,"Lagos State, Lekki",Local Used,97873 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163425387_MTgwLTEzNS1hNzA3MGU3N2Y1LTE.jpg,https://www.cars45.com/jEY4wdZHKdYjOY6Y7mAeDb3aGGRK4QG
13520000,Toyota Corolla 2015 Gray,"Abuja (FCT), Asokoro",Local Used,213438 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163483649_MTgwLTEzNi04NTZjNjYwNjhh.jpg,https://www.cars45.com/jEY4wdZwC6CPy8c0hF1NNwoSOedI0wC
14700000,Honda Pilot 2014 White,"Kaduna State, Kaduna / Kaduna State",Local Used,141055 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163463884_MTgwLTEzNS05Mjk1ODVhZjFiLTI.jpg,https://www.cars45.com/jEY4wdZvyaOuwxor4GJXZEe1rUiwhTh
22880000,Hyundai Sonata 2015 Gray,"Lagos State, Ilupeju",Foreign Used,182727 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163332383_MTgwLTEzNS0xMzFmZjBiNDEz.jpg,https://www.cars45.com/jlCs49Qg1dJMblHSqC20jtdXeuoMNS
8840000,Honda CR-V 2007 Black,"Lagos State, Ikeja",Local Used,146619 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163343993_MTgwLTEzNS02NTdiOTkzMTUx.jpg,https://www.cars45.com/jEY4wdZjPXlDFDq7RLX43P7s5mjbPs6
9450000,Toyota HiAce 1996 White,"Lagos State, Amuwo-Odofin",Local Used,142118 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163399438_MTgwLTEzNS04OTg2NDIzZWFi.jpg,https://www.cars45.com/jEY4wdZQ7uzFFdPeGUE1wBM8eabchB2
7350000,Toyota Sienna 2005 Silver,"Lagos State, Ilupeju",Foreign Used,120896 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163351667_MTgwLTE1Mi0yYjI2ZjJlYjZi.jpg,https://www.cars45.com/jEY4wdZOFurnMBYNLchXcBK2aWpOp8l
9492000,Honda Accord 2014 Black,"Lagos State, Lekki",Local Used,72974 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163371775_MTgwLTEzNS1kYzExZjcwMjc2.jpg,https://www.cars45.com/jEY4wdZWpQ7bxL7WAgy1cFnonqEc5q5
7280000,Ford Edge 2008 Black,"Lagos State, Lekki",Local Used,132093 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163400684_MTgwLTEzNi0wNTc4NDUzN2M3.jpg,https://www.cars45.com/jEY4wdZgbA0q4NNfOFlyLclEIapDx7D
21840000,Ford Explorer 2013 Gray,"Rivers State, Port-Harcourt",Local Used,167854 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163338420_MTgwLTEzNi0zYzNhODVkY2Vm.jpg,https://www.cars45.com/jEY4wdZFBLIkPylQ75RFGWYPrStVBVb
31200000,Land Rover Range Rover Sport 2015 Black,"Lagos State, Lekki",Local Used,78183 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163343138_MTgwLTEzNS1hMzY0MDdjZDg3.jpg,https://www.cars45.com/jEY4wdZn44O5IS5BD5fRGYQnV5JE7CU
15600000,Honda Accord Crosstour 2013 Black,"Lagos State, Ogudu",Foreign Used,191401 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163479534_MTgwLTE1Mi1hZDk2ZWZjM2MyLTE.jpg,https://www.cars45.com/jEY4wdZDZO6gjFjsOvoEV0oMNtmGp0s
2682750,Honda Pilot 2005 Black,"Lagos State, Lekki",Local Used,239315 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163425556_MTgwLTEzNS0xNjUzZjk4ZWIxLTE.jpg,https://www.cars45.com/jEY4wdZxgKiBdPPr0R35Uk8ap7eNW6q
6024375,Toyota Camry 2007 Silver,"Lagos State, Ojodu",Local Used,410890 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163353265_MTgwLTEzNS0xODU1OGNkODQ2LTE.jpg,https://www.cars45.com/jEY4wdZqZ98ffYoIIB0VCoVicGg5dKD
13650000,Land Rover Range Rover Sport 2010 Gray,"Rivers State, Port-Harcourt",Local Used,294876 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163486355_MTgwLTEzNS0wZDRhMDFkZGJl.jpg,https://www.cars45.com/jEY4wdZrKDkUViRg2CCKn5X6WW9yET4
13125000,Hyundai Starex 2009 Yellow,"Lagos State, Ogba",Local Used,126701 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163483387_MTgwLTEzNS03ZmQ4OTgyODc1LTE.jpg,https://www.cars45.com/jEY4wdZZRx0KAPts8jJDzcYMEJ9JP37
16640000,Toyota Venza 2010 Silver,"Enugu State, Enugu",Local Used,94150 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163455078_MTgwLTEwMS0zNjBlOGJiMmI0.jpg,https://www.cars45.com/jEY4wdZkpmj2cSe2bUkIgghwUS2HQ8K
16120000,Toyota Camry 2012 Silver,"Abuja (FCT), Kubwa",Foreign Used,58639 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163420724_MTgwLTEzNS05Yzk1YTNhMzc4.jpg,https://www.cars45.com/jEY4wdZthvn7qqwoIHrvzVzgbetdU61
2520000,Honda Accord 2.4 Type S Automatic 2005 Black,"Akwa Ibom State, Uyo",Local Used,181708 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163483804_MTgwLTEzNS1mNDdjMDE5ZGEy.jpg,https://www.cars45.com/jlCs49Q0rB2Bw7XeszwIeqnnzghksB
7280000,Toyota RAV4 2006 Blue,"Lagos State, Ilupeju",Local Used,146732 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163357635_MTgwLTE1Mi00MDE1YjZmMjA1.jpg,https://www.cars45.com/jEY4wdZIJ9FKlbveNkZLcdl1aTx9NXL
3675000,Toyota Camry 2003 Black,"Lagos State, Abule Egba",Local Used,152455 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163415293_MTgwLTc5LWYyOWU4YzcyYWI.jpg,https://www.cars45.com/jEY4wdZTKczOOyWqzgrGeSneXTbXL0M
5880000,Toyota Corolla 2008 Blue,"Lagos State, Ajah",Local Used,206206 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163480033_MTgwLTEzNS1mMDQ2MzIxYTExLTE.jpg,https://www.cars45.com/jEY4wdZvjWNe1t8X2CVcruFpVbNstkU
23520000,Toyota Camry 2019 Red,"Abuja (FCT), Garki 2",Foreign Used,88887 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163349193_MTgwLTEzNS0xNDg2ZDQzMGJlLTE.jpg,https://www.cars45.com/jEY4we014JknR8YjBaupjxdBB6N154f
6240000,Toyota Highlander 2003 Silver,"Lagos State, Alimosho",Local Used,240431 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163476994_MTgwLTEzNS0xNjM2MjQ3NTg5.jpg,https://www.cars45.com/jEY4wdZMCPF6CTCshhgGrKtfkoasuKX
7696000,Toyota Corolla 2003 Gold,"Lagos State, Ikeja",Local Used,328107 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163423372_MTgwLTEzNS1lZjA0ZGJkMzRm.jpg,https://www.cars45.com/jEY4wdZfox6Z1SxIKJiUSH4XHpHaVdr
9975000,Land Rover Range Rover Sport 2012 Green,"Abuja (FCT), Central Business District",Foreign Used,156242 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163464908_MTgwLTEzNi00Mzg3NDQ2ZjNiLTE.jpg,https://www.cars45.com/jEY4wdZQ7OW68lrqaMaB6d6fw5bcgtI
4200000,Toyota Sequoia 2004 Burgandy,"Lagos State, Ogba",Local Used,263461 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163354320_MTgwLTEzNS1jYTg5MTVhMTUwLTE.jpg,https://www.cars45.com/jEY4we016vJConycjnumyF6bXQRP3fh
