amount,name,region,condition,mileage,image_url,details_url
3675000,Peugeot 408 2011 Black,"Abuja (FCT), Lugbe District",Foreign Used,732232 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161742131_MTgwLTE4MC03ZTNiOGY3M2QwLTE.jpg,https://www.cars45.com/jEY4wdZmwftR6ISUXfLCREBChDuRrUF
3150000,Volkswagen Sharan 1999 Blue,"Lagos State, Surulere",Local Used,295551 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161747495_MTgwLTEzNS04M2E5MjExNDRkLTE.jpg,https://www.cars45.com/jEY4we00Ubkp6weNEcAlpJVuwxEnvcS
9030000,Acura ZDX 2010 Black,"Abuja (FCT), Gudu",Local Used,92229 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161750337_MTgwLTEzNi1hYWNkY2QyNjFiLTE.jpg,https://www.cars45.com/jEY4wdZcBVcSkJNAWqAV7jw0DWOzR0h
10500000,Lexus LS 2011 Black,"Lagos State, Isolo",Local Used,62256 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161584943_MTgwLTEzNS0xOGM2NDQxODNmLTg.jpg,https://www.cars45.com/jEY4wdZtTClHR2QMLi86fGghbbBp0Vz
33280000,Mercedes-Benz GLE-Class 2016 White,"Lagos State, Lekki",Local Used,116861 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161616963_MTgwLTEzNi1hMmI2ZmZiM2Nl.jpg,https://www.cars45.com/jEY4wdZbmTTCzWqY8MMvHa1KyrSEa22
2415000,Honda Stream 2001 White,"Abuja (FCT), Gwarinpa",Local Used,261864 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161527942_MTgwLTEzNi02Mzc5MjU1NWUxLTE.jpg,https://www.cars45.com/jEY4wdZfIsdu8H3Ewlcg97wTgNdp8bg
4410000,Hyundai Santa Fe 2003 Black,"Abuja (FCT), Central Business District",Local Used,194714 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161670649_MTgwLTEzNi1hMDE5ZGQwYmVhLTE.jpg,https://www.cars45.com/jEY4wdZmH2suPiKkxY8UlgbZ58DRsmo
13545000,Toyota Venza 2013 Black,"Lagos State, Magodo",Local Used,182669 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161691819_MTgwLTEzNS0yZDQ1NjFlNjY1LTE.jpg,https://www.cars45.com/jEY4we00FvZzB3ntI4eDvwjeepKxKHj
7476000,Lexus RX 350 2007 Gray,"Lagos State, Magodo",Local Used,178015 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161685795_MTgwLTEzNS1jZjVmZmFmZmM3LTE.jpg,https://www.cars45.com/jEY4wdZbrVZDfo534JaCsJnKdtFIdSF
10500000,Mercedes-Benz E350 2010 Blue,"Abuja (FCT), Lugbe District",Local Used,118754 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161690611_MTgwLTEzNi0xZjJhMzRiYzlj.jpg,https://www.cars45.com/jEY4wdZqYpdxqa6RGhjsObnT7MdyKUQ
8840000,Mercedes-Benz C300 2009 Black,"Abuja (FCT), Lugbe District",Local Used,317868 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161672455_MTgwLTEzNi1lNzg4NmJmMjZj.jpg,https://www.cars45.com/jlCs49PFs3hg5aYBr0C6xlaRWeqbZN
3120000,Honda Accord 2000 Red,"Lagos State, Yaba",Local Used,482800 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161683914_MTgwLTEzNS0xZTI0YWNiNTEw.jpg,https://www.cars45.com/jEY4wdZHJY8OBzZKHB2a7IPop2DDL3W
5250000,Land Rover Lr3 SE 2005 Black,"Rivers State, Port-Harcourt",Local Used,200333 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161589676_MTgwLTEzNS1kNTc5ZGJjMmQw.jpg,https://www.cars45.com/jEY4wdZOGnacOwEW4OwFThWcCm8sEp9
5250000,BMW X3 2005 Silver,"Abuja (FCT), Kubwa",Local Used,252079 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161665098_MTgwLTEzNS04ZjU2Y2JkZWZi.jpg,https://www.cars45.com/jEY4wdZZmujUR2debEqgj2qiosgSLHE
2100000,Volkswagen Passat 1999 Silver,"Rivers State, Port-Harcourt",Local Used,170885 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161601306_MTgwLTEzNi05NjM4NjEwNGI2LTE.jpg,https://www.cars45.com/jEY4wdZIiFafv9p59Y8BUFWLesgkKt7
4620000,Toyota Highlander 2004 Black,"Lagos State, Isolo",Local Used,199003 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161686075_MTgwLTEzNS1jZmQ2ZWUxZGY2LTE.jpg,https://www.cars45.com/jEY4wdZqMNXxwhJ6JQ2gd7PCXNKAJ9I
6300000,Mercedes-Benz C-Class 2005 Black,"Lagos State, Ilupeju",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161606928_MTgwLTE1Mi05MWI3MTg3YmRhLTE.jpg,https://www.cars45.com/jEY4wdZkT0POB7C9htL28Kzcn3Avo8v
14700000,Toyota Corolla 2015 Silver,"Lagos State, Isolo",Foreign Used,126100 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161582756_MTgwLTEzNS0yOTAwYTVjNjg3LTE.jpg,https://www.cars45.com/jEY4wdZEmd4DrmJVhlJFCRgaiUgzFYH
23920000,Mercedes-Benz E350 2015 White,"Abuja (FCT), Asokoro",Foreign Used,288024 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161612322_MTgwLTEzNi1mMzI0MWI3ODI3LTI.jpg,https://www.cars45.com/jEY4wdZQpc1lABhN202CtUIayqJ8Qcr
33600000,Toyota Sienna XLE FWD 2019 Red,"Lagos State, Lekki",Foreign Used,7579 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161590486_MTgwLTEzNS0xY2FjMDZlODZj.jpg,https://www.cars45.com/jEY4wdZLi5QhEgnFVt1sHxHnLv6EXfT
2808000,Honda CR-V 1999 Blue,"Lagos State, Amuwo-Odofin",Local Used,234641 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161594760_MTgwLTEzNS1mOWYxMGQwNTky.jpg,https://www.cars45.com/jEY4wdZXlzlE2UBk8v7synfO3cHJBFK
3990000,Toyota Avalon 2005 Silver,"Ogun State, Abeokuta North",Local Used,268674 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161614249_MTgwLTEzNS1lMDAyNzhmMGJkLTE.jpg,https://www.cars45.com/jEY4wdZW7Iiz8C5zYfHOmGrrLxuo4Ta
2835000,Honda Pilot 2008 Black,"Abuja (FCT), Gwarinpa",Local Used,125162 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161608576_MTgwLTEzNi1iYTBmYmI4NGY3LTE.jpg,https://www.cars45.com/jlCs49Qg0rBG24XTsBvypBvCcX0QB8
3255000,Nissan Xterra Automatic 2003 Red,"Lagos State, Ikorodu",Local Used,154231 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161672543_MTgwLTEzNS0yNWFmYTIzZmJiLTE.jpg,https://www.cars45.com/jEY4wdZcPkxPc5Fu9eU7f3WYqQqj4eL
49400000,Mercedes-Benz GLE-Class 2017 Black,"Lagos State, Ikeja",Foreign Used,128560 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161675086_MTgwLTEzNS0wNmFiZmYxY2Yy.jpg,https://www.cars45.com/jEY4wdZj6M9kzpa5QqnSqaFFUArtRuy
5200000,Lexus RX 300 2001 Black,"Lagos State, Kosofe",Local Used,222035 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161659770_MTgwLTEzNS1iMDliMTA5Y2IxLTE.jpg,https://www.cars45.com/jEY4wdZbFouXwxSTnVlyS5okIrLmUH2
6864000,Toyota Camry 2008 Black,"Enugu State, Enugu",Local Used,164651 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161644612_MTgwLTEwMS0yZDQ2ZDM5Mzhk.jpg,https://www.cars45.com/jEY4wdZI4ecPcj21BC0X2GdZpmYfahJ
3297000,Honda CR-V 2006 Gold,"Rivers State, Port-Harcourt",Local Used,147964 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161662552_MTgwLTEzNi1mNzAwODM2NDI3LTE.jpg,https://www.cars45.com/jEY4wdZEqkb2lZ2UmIyMRAKMkKs1KLD
15600000,Honda Accord 2014 White,"Oyo State, Ibadan",Foreign Used,219024 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161615873_MTgwLTEzNS03YzliMmVhMGU5.jpg,https://www.cars45.com/jEY4wdZB8tKnoSeMY0xQgVTVczntcKZ
9360000,Pontiac Vibe 2009 Blue,"Oyo State, Ibadan",Local Used,132014 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161604932_MTgwLTEzNS1lYzg5OTljMzMz.jpg,https://www.cars45.com/jEY4wdZxJmYutISdxbGQKIxbmlw6hlA
9200000,Toyota Corolla 2016 Black,"Lagos State, Ojodu",Local Used,166130 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161605796_MTgwLTEzNS03MzE1ODc0ZDc0LTU.jpg,https://www.cars45.com/jEY4wdZa4QbY8XRuk8QVvi8zvjkQYeN
4284000,Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161605573_MTgwLTEzNS1lNjA5NjBjODdkLTE.jpg,https://www.cars45.com/jEY4wdZNb4JAmQW10hcKpATpUgNLrPd
3120000,Toyota Sienna 1999 Green,"Lagos State, Abule Egba",Local Used,265013 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161665888_MTgwLTEzNS04ZjZiM2U2ZDI3.jpg,https://www.cars45.com/jEY4wdZKQNBDWhWTwxsLoKjAeFQqS1Z
6090000,Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Silver,"Lagos State, Lekki",Local Used,178994 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161580337_MTgwLTEzNS0wM2FlOTE2NmEzLTE.jpg,https://www.cars45.com/jEY4wdZrjMpHh0nbcgSpqIFQSqNIjxS
5460000,Toyota Corolla 2008 Black,"Lagos State, Ogudu",Local Used,203885 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161590531_MTgwLTEzNi0xZmE4NDY5YTYxLTE.jpg,https://www.cars45.com/jEY4wdZdDE8TPH4ojILwuNAEL1s5pIR
14280000,Toyota Sienna 2011 Red,"Lagos State, Alimosho",Foreign Used,174249 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161614057_MTgwLTEzNS0zZmM1N2M4YmQ2LTE.jpg,https://www.cars45.com/jEY4wdZjKKg8RgmHymjCouxlva2PHSI
3675000,Mercedes-Benz M Class 2002 Black,"Oyo State, Ibadan",Local Used,294230 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161657964_MTgwLTEzNS0wNTY5YTYxMzliLTE.jpg,https://www.cars45.com/jEY4wdZlYwThCfJJNwKoVGFVxInCMAh
3640000,Honda Accord 2006 Black,"Abuja (FCT), Kubwa",Local Used,259001 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161596927_MTgwLTEzNS1kODU4MjY4OGQy.jpg,https://www.cars45.com/jEY4wdZrNIoBR8Ij9NaDNoKF2haKQfd
2100000,Opel Zafira 2003 Red,"Ogun State, Abeokuta North",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161452539_MTgwLTEzNS00Y2YzMGQ5MjMzLTE.jpg,https://www.cars45.com/jEY4wdZq0ugK8YxQrh1P3dVNq7YNsWd
13125000,Toyota Camry 2013 Black,"Lagos State, Alimosho",Foreign Used,179031 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161511933_MTgwLTEzNS1iZGJmNjIxMTcx.jpg,https://www.cars45.com/jEY4wdZcA8Kbmv88aKjTtYYOG0HgyoD
8840000,Toyota RAV4 2008 Silver,"Lagos State, Amuwo-Odofin",Local Used,203122 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161582252_MTgwLTEzNS1hNzVlYWRhMDFl.jpg,https://www.cars45.com/jEY4wdZICs3ndzdp2TzZJndjPLrtU87
13125000,Toyota Venza 2014 Red,"Edo State, Benin City",Local Used,102682 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161627442_MTgwLTEzNS1kNjc1MTkyNTVl.jpg,https://www.cars45.com/jEY4wdZE5lYVicGAb6gAU0wlTU3gkY0
3675000,Nissan Altima 2010 Blue,"Lagos State, Ikorodu",Local Used,123451 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161611388_MTgwLTEzNS03MTg3NGU4ZWM2LTE.jpg,https://www.cars45.com/jEY4wdZjTFAiFwhehWOIy0D0txoPgl0
10712000,Toyota RAV4 2011 Blue,"Lagos State, Lekki",Local Used,122986 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161539941_MTgwLTEzNi02NTQxOTc1NDcz.jpg,https://www.cars45.com/jEY4wdZS3h0cVraWfZrYdzDcj4IOluV
5250000,Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161589952_MTgwLTEzNS1mOGFmNzRiNDEz.jpg,https://www.cars45.com/jEY4wdZa5nhktTYVZc3lDvKSPKSYtWX
6615000,Nissan Rogue 2010 Gray,"Oyo State, Ibadan",Local Used,219508 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161587997_MTgwLTEzNS1kMDdmM2EzNmNhLTE.jpg,https://www.cars45.com/jEY4wdZmXxAk2EhsJKf3omWM1zlYvqM
2362500,Toyota Corolla 2009 Black,"Lagos State, Alimosho",Local Used,213974 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161606277_MTgwLTEzNS03ODhjYmE1ZGMwLTU.jpg,https://www.cars45.com/jEY4wdZbxJdN4x19jLAShrB254fitHg
8400000,Lexus ES 2007 Gray,"Lagos State, Abule Egba",Local Used,240032 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161501501_MTgwLTEzNS0yOThiYjFkNGM5.jpg,https://www.cars45.com/jEY4wdZWgCdbuhzRKsEjhcMVGHFU6wm
12075000,BMW 328i 2012 Silver,"Rivers State, Port-Harcourt",Local Used,275836 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161603246_MTgwLTEzNi05OTY3MDlhNDU0LTE.jpg,https://www.cars45.com/jEY4wdZTAfLSlubzp3EBHxj7syTU4j4
6825000,BMW 323i 2006 Black,"Abuja (FCT), Gwarinpa",Local Used,197446 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161594696_MTgwLTEzNi0zMTQwNjcxNDE2LTE.jpg,https://www.cars45.com/jEY4wdZru9KGgRpDiUafgeiIVvZpYPL
10500000,Kia Sorento 2014 Silver,"Lagos State, Mushin",Local Used,73746 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161598592_MTgwLTEzNS1hNmFkYTZmZTNiLTM.jpg,https://www.cars45.com/jEY4wdZdz7KhTw49yeSIfSAQUQlUKCG
4395562,Ford Edge 2007 Black,"Lagos State, Amuwo-Odofin",Local Used,301723 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161599155_MTgwLTEzNS05YmIzMjQxMDVlLTE.jpg,https://www.cars45.com/jEY4wdZW3bSxyORCtEqe0eVVnlxy18i
11235000,Hyundai Sonata 2011 Black,"Lagos State, Surulere",Foreign Used,245115 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161524069_MTgwLTEzNS02NTMyZmRiNjcxLTE.jpg,https://www.cars45.com/jEY4wdZMe0MtZefNdRNb2pjkEuRbAHM
2310000,Honda Accord 2004 Silver,"Abuja (FCT), Gwarinpa",Local Used,197446 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161588746_MTgwLTEzNi04NWVjNDRjY2Y0.jpg,https://www.cars45.com/jEY4we008n2FvWnyzGVKBKUmsUCr73g
47840000,Mercedes-Benz G-Class 2009 Black,"Abuja (FCT), Gwarinpa",Local Used,86571 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161534741_MTgwLTEzNi04ZTA1NTJjMzBm.jpg,https://www.cars45.com/jEY4wdZM90nZiEm6AfPRsytdVaan7Uo
7245000,Land Rover Range Rover Sport 2012 Gray,"Lagos State, Ikorodu",Local Used,117415 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161594332_MTgwLTEzNS0yMmJjMTUxODFkLTM.jpg,https://www.cars45.com/jEY4wdZL6rTGRaZbpdynuVZouZWd0tu
3570000,Honda Pilot 2004 Silver,"Abuja (FCT), Gudu",Local Used,324712 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161588395_MTgwLTEzNi03OTJiNGFkNWVi.jpg,https://www.cars45.com/jEY4wdZEN6MVA1rus9PdYKfu44hIcmP
9360000,Lexus RX 350 2009 Blue,"Rivers State, Port-Harcourt",Local Used,294180 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161589854_MTgwLTEzNi00NTkxNWVkNzdj.jpg,https://www.cars45.com/jEY4wdZkd2fz3tNhU28tThDsYkj4vgM
4830000,Nissan Frontier 2007 Brown,"Abuja (FCT), Jabi",Local Used,192912 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161578838_MTgwLTEzNS01YzQwYjM3NDViLTE.jpg,https://www.cars45.com/jEY4wdZiNZ9dY2ClpzkKses74mMheQb
7800000,Toyota Camry 2008 Red,"Lagos State, Alimosho",Local Used,174233 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161592661_MTgwLTEzNS1jZTljNzllYzBk.jpg,https://www.cars45.com/jEY4wdZjH5ulye7T9dVP649BifedAxa
33075000,Honda Civic 2019 Black,"Abuja (FCT), Gudu",Local Used,58003 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161579675_MTgwLTEzNi1iMmRiNjM4NGI4LTE.jpg,https://www.cars45.com/jEY4wdZYYVsiskO43yGURaxicjAYIuH
2709000,Ford Explorer 2005 Gold,"Lagos State, Surulere",Local Used,291409 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161534660_MTgwLTEzNS02MTZmY2UzNDYzLTE.jpg,https://www.cars45.com/jEY4wdZG24CGMNHjPy5JUCFP5fV0rTx
8736000,Toyota Camry 2005 Gold,"Lagos State, Magodo",Foreign Used,491030 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161518236_MTgwLTEzNS01NzE3ZmIzOGU4.jpg,https://www.cars45.com/jEY4wdZtHqfMqvO0XAyziHY2B3d7p8R
29400000,Toyota Corolla XSE 2020 Silver,"Lagos State, Ikeja",Foreign Used,195024 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161579693_MTgwLTEzNS1hM2Y5MmE0NDY5LTE.jpg,https://www.cars45.com/jEY4wdZSPMpvOCgzMY3GxcH9e0IqiP9
4200000,Toyota Avalon 2007 Blue,"Abuja (FCT), Jabi",Local Used,254890 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161279121_MTgwLTEzNS1jZTQ3OTAzNWQ1LTE.jpg,https://www.cars45.com/jEY4wdZc1QAbam5YRTDlMmsG3ppJLEB
10500000,Porsche Cayenne 2003 Gray,"Lagos State, Yaba",Local Used,253600 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161514716_MTgwLTEzNS00MTlmYTZlYmRlLTE.jpg,https://www.cars45.com/jEY4wdZUdZ2eQT1adiwdq72xC4XkRI3
13520000,Toyota Corolla 2015 Blue,"Kaduna State, Kaduna / Kaduna State",Local Used,142159 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161424424_MTgwLTEzNS05MWRhMzJlZGE4.jpg,https://www.cars45.com/jEY4wdZumzRHNLRbDOcL7CzzTAmSodI
6032000,Pontiac Vibe Automatic 2003 Gray,"Kaduna State, Kaduna / Kaduna State",Local Used,1 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161502398_MTgwLTEzNS0yYTg2NmFkMDNi.jpg,https://www.cars45.com/jEY4wdZkTSHSAiyQE8ZJkUqYdYMt93Q
19950000,Ford Edge 2016 Blue,"Lagos State, Surulere",Local Used,173514 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161510656_MTgwLTEzNS1iYjM3NTZkMWRmLTE.jpg,https://www.cars45.com/jEY4wdZz2pQSMfgdTXt031bGWQkE78D
8505000,Honda Accord 2013 Silver,"Lagos State, Lekki",Local Used,232014 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161534742_MTgwLTEzNi1iMTUzNmE3YjdiLTE.jpg,https://www.cars45.com/jEY4wdZyRCK0VeH5jXdRD566JtZXDBh
8925000,Ford Explorer 2014 Black,"Ogun State, Abeokuta North",Local Used,114935 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161453614_MTgwLTEzNS1iNGI2NzUxMzFjLTE.jpg,https://www.cars45.com/jEY4wdZr0K3a6ck9RpgAkMj3KuUiPY1
4935000,Mercedes-Benz C230 2007 Silver,"Abuja (FCT), Lugbe District",Foreign Used,327510 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161536429_MTgwLTEzNi0zNDY0Yzc2YTQzLTM.jpg,https://www.cars45.com/jEY4wdZHzGQp1UJuwZkdMdsODWOr67l
3360000,Toyota Matrix 2005 Blue,"Abuja (FCT), Gudu",Local Used,254325 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161502226_MTgwLTEzNi0zODBkMDUxODI0LTE.jpg,https://www.cars45.com/jEY4wdZciEWL5OgqAMOzdQ7mOWFi44w
4452000,Toyota Avalon 2006 Gray,"Lagos State, Kosofe",Local Used,249602 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161456300_MTgwLTEzNS01ZmM2NDQ2MDdkLTE.jpg,https://www.cars45.com/jEY4wdZntHHRHJIpJRdzo4G50N6bL8o
6825000,Acura TL 2008 Black,"Abuja (FCT), Gudu",Local Used,344870 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161519947_MTgwLTEzNi1kMWZhOThhZWY3LTI.jpg,https://www.cars45.com/jEY4wdZPsdSvdJHmENfifNIBJ8syXoF
3640000,Honda Accord 2003 Gold,"Abuja (FCT), Gwagwalada",Local Used,170579 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161341650_MTgwLTEzNS1hN2ZlNjk4YTBh.jpg,https://www.cars45.com/jEY4we016JyoQf4POzEaugTrobOtROZ
28350000,Toyota Land Cruiser Prado 2012 Black,"Abuja (FCT), Kubwa",Local Used,23618 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161419972_MTgwLTEzNS01Yzc5Y2Y2MDhh.jpg,https://www.cars45.com/jEY4wdZKQJLzMmqoIOmxW2dYnPeB2eC
8400000,Nissan Frontier 2005 White,"Abuja (FCT), Gwarinpa",Local Used,353908 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161343293_MTgwLTEzNi1iZTc4NjhkNzMz.jpg,https://www.cars45.com/jEY4wdZjQqtTb4aY6XjV61MKsF97J2X
11025000,Kia Optima 2012 Gray,"Abuja (FCT), Wuse",Foreign Used,66114 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161422499_MTgwLTEzNS0yZDJmNmQ4ZGVk.jpg,https://www.cars45.com/jEY4wdZIw6X5T5l3Hqd42kK2BjUsd0n
5775000,Toyota Sequoia 2001 Blue,"Oyo State, Ibadan",Local Used,160181 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161514038_MTgwLTEzNS1iMGU3M2Q3NTJjLTI.jpg,https://www.cars45.com/jEY4wdZEXhOSw6J8Nw6BzVv4tC955PO
1785000,Honda Accord 1998 Black,"Lagos State, Kosofe",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/161528977_MTgwLTEzNS1mNjFkMjgzYjVlLTM.jpg,https://www.cars45.com/jEY4wdZJaopFTpiwQOq2IrpcOhOdVwr
